Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Agricultural land (sq. km),AG.LND.AGRI.K2,Sweden,SWE,34130,29741,30360.8,30360.7,30283.5,30209.2,30113.7,30003.9,30047.8,30055.4,30029.1,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Switzerland,CHE,16050.303,15658.165,15245.633,15212.778,15180.055,15147.463,15116.339,15085.727,15055.158,15024.369,14993.783,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Syrian Arab Republic,SYR,134950,137110,139210,139190,139170,139161.26,139200.31,139176.88,139113.34,139133.76,139133.76,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Tajikistan,TJK,44890,45730,47806,48122,48438,48754,49071,49116,49182,49160,49170,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Tanzania,TZA,311899.9,340000,380359,382482,384605,386728,388851,390974,393097,395212,395212,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Thailand,THA,213830,218950,228362.654,228420,228460,228420,228470,228456.965,230000,232718.997,235000,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Timor-Leste,TLS,3180,3370,3396,3401,3406,3411,3416,3421,3414,3414,3414,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Togo,TGO,31600,34000,38200,38200,38200,38200,38200,38200,38200,38200,38200,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Tonga,TON,320,300,330,340,350,350,350,350,350,350,350,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Trinidad and Tobago,TTO,770,670,540,540,540,540,540,540,540,540,540,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Tunisia,TUN,91910,95510,99430,97610,98340,97026,97429,97005,97005,97005,97005,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Turkiye,TUR,396770,404790,384230,385540,385510,383280,379640,378020,377160,377620,380890,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Turkmenistan,TKM,353500,355000,338380,338380,338380,338380,338380,338380,338380,338380,338380,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Turks and Caicos Islands,TCA,10,10,10,10,10,10,10,10,10,10,10,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Tuvalu,TUV,20,20,18,18,18,18,18,18,18,18,18,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Uganda,UGA,119620,125120,144150,144150,144150,144150,144150,144150,144150,144150,144150,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Ukraine,UKR,419290,414060,415260,415110,415080,415150,414890,413290,413110,413110,413110,..
Agricultural land (sq. km),AG.LND.AGRI.K2,United Arab Emirates,ARE,2850,5470,3794,3825,3828,3838,3838,3817.5,3904,3898,3915.615,..
Agricultural land (sq. km),AG.LND.AGRI.K2,United Kingdom,GBR,182030,169640,172502,172320,171380,173499.818,174661.525,173508.616,175212.961,172592.981,172151.41,..
Agricultural land (sq. km),AG.LND.AGRI.K2,United States,USA,4269480,4143990,4036270,4041729,4047187,4052646,4058103.538,4058103.538,4058103.538,4058103.538,4058103.538,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Uruguay,URY,149170,149580,143467,144751,144676,142653,142229,141908,141273,140634,140696.05,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Uzbekistan,UZB,277240,273280,250600,255420,255480,255457,255332,255203,255553,256825,256906,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Vanuatu,VUT,1520,1750,1870,1870,1870,1870,1870,1870,1870,1870,1870,..
Agricultural land (sq. km),AG.LND.AGRI.K2,"Venezuela, RB",VEN,218600,216350,215000,215000,215000,215000,215000,215000,215000,215000,215000,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Viet Nam,VNM,67260,87800,108528,108737,121478,121722,121688,121405,123880,123600,123600,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Virgin Islands (U.S.),VIR,100,70,40,40,40,40,40,33,33,33,33,..
Agricultural land (sq. km),AG.LND.AGRI.K2,West Bank and Gaza,PSE,5010,4682.131,4144.291,4204.555,4304.018,4344.182,4297.545,4287.909,4253.273,4078.636,3912,..
Agricultural land (sq. km),AG.LND.AGRI.K2,"Yemen, Rep.",YEM,236260,236690,234990,234516,234326,233858,234520,234520,234520,234520,234520,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Zambia,ZMB,208110,225260,237370,237380,237390,237390,238390,238390,238390,238390,238390,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Zimbabwe,ZWE,130100,150600,162000,162000,162000,162000,162000,162000,162000,162000,162000,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Africa Eastern and Southern,AFE,6412859.9,6476930,6806324.255,6825399.195,6836525.8,6851382.225,6868999.45,6882362.22,6891016.22,6898158.22,6900855.82,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Africa Western and Central,AFW,3132916.6,3339826.063,3558354.354,3566587.601,3584392.737,3593613.009,3599340.982,3618614.614,3627121.603,3633870.46,3641770.46,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Arab World,ARB,4778892,5397877.131,5219117.741,5218516.355,5223517.789,5232064.896,5238175.133,5236246.657,5228038.143,5236720.506,5236390.685,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Caribbean small states,CSS,18884.8,19153.667,18484.4,18520.4,18589.4,18579.4,18569.4,18569.4,18589.4,18609.4,18619.4,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Central Europe and the Baltics,CEB,631840,591050,518923.1,518221.4,519245.9,516233.8,515348.6,516300,521123.39,511648.336,510363.028,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Early-demographic dividend,EAR,12988148.59,13431666.93,13301176.57,13273935.05,13284824.17,13282291.39,13297240.65,13292840.12,13293491.15,13331842.44,13347985.53,..
Agricultural land (sq. km),AG.LND.AGRI.K2,East Asia & Pacific,EAS,12311207.3,12477103.82,11665517.3,11685842.56,11435446.38,11390070.2,11713569.92,11580219.9,11611315.16,11540148.44,11622962.8,..
Agricultural land (sq. km),AG.LND.AGRI.K2,East Asia & Pacific (excluding high income),EAP,7435414,7714858,7759388.696,7753561.761,7770645.279,7782127.8,7813567.219,7811699.503,7808969.458,7807223.443,7812828.497,..
Agricultural land (sq. km),AG.LND.AGRI.K2,East Asia & Pacific (IDA & IBRD countries),TEA,7410238,7689362,7733092.696,7727265.761,7744349.279,7755931.8,7787571.219,7785703.503,7783023.458,7781277.443,7786882.497,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Euro area,EMU,1330137,1268958.4,1178109.5,1162669.2,1160697,1154235.22,1154004.506,1148370.967,1157429.601,1148541.157,1146123.001,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Europe & Central Asia,ECS,8470073.623,8265184.495,8042732.191,8027320.968,8018675.625,8008684.211,8004457.2,7990637.31,7983777.351,7964421.756,7960695.084,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Europe & Central Asia (excluding high income),ECA,6379862,6275577,6201011.3,6202190.1,6196921,6194621,6190019.01,6182427.81,6160621,6162106.05,6162324.072,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Europe & Central Asia (IDA & IBRD countries),TEC,6739522,6619967,6499834.3,6499815.1,6494583,6489031,6483389.01,6476527.81,6459151,6454976.05,6452868.672,..
Agricultural land (sq. km),AG.LND.AGRI.K2,European Union,EUU,1920957,1826719.4,1671303.3,1654751.21,1652680.49,1643015.42,1642336.406,1637289.867,1650653.641,1632541.863,1629077.529,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Fragile and conflict affected situations,FCS,6848641.7,6964093.331,7409326.101,7432586.71,7447901.217,7471317.467,7495474.705,7511377.109,7518290.433,7530273.216,7536835.58,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Heavily indebted poor countries (HIPC),HPC,7289384.2,7468474.23,7715065.834,7737969.489,7766539.731,7788521.96,7809561.887,7844080.267,7857957.182,7873721.361,7884285.892,..
Agricultural land (sq. km),AG.LND.AGRI.K2,High income,HIC,13451404.92,13608896.99,12435795.04,12451996.96,12184108.65,12119940.78,12412567.44,12270962.29,12313592.12,12213479.47,12281992.25,..
Agricultural land (sq. km),AG.LND.AGRI.K2,IBRD only,IBD,25708619.09,25893548.1,25573334.38,25522088.18,25536828.95,25520889.5,25509590.34,25491465.08,25469095.35,25493347.4,25494462.67,..
Agricultural land (sq. km),AG.LND.AGRI.K2,IDA & IBRD total,IBT,35171297.09,35632029.33,35885743.11,35864672.78,35911349.1,35926751.43,35946684.84,35961051.18,35948639.24,35996204.16,36006333.55,..
Agricultural land (sq. km),AG.LND.AGRI.K2,IDA blend,IDB,1829014.8,1928880,1950735.4,1957083.4,1958371.4,1965976.4,1970309.4,1971348.4,1967004.4,1973974.4,1971985.4,..
Agricultural land (sq. km),AG.LND.AGRI.K2,IDA only,IDX,7633663.2,7809601.23,8361673.326,8385501.197,8416148.756,8439885.534,8466785.101,8498237.692,8512539.489,8528882.357,8539885.477,..
Agricultural land (sq. km),AG.LND.AGRI.K2,IDA total,IDA,9462678,9738481.23,10312408.73,10342584.6,10374520.16,10405861.93,10437094.5,10469586.09,10479543.89,10502856.76,10511870.88,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Late-demographic dividend,LTE,15462378.8,15523594.27,15405823.7,15388289.29,15396246.72,15393026.67,15375904.4,15368189.58,15343718.07,15340658.73,15324865.09,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Latin America & Caribbean,LCN,6757071.591,6743966.267,6681346.95,6641036.018,6645256.114,6619022.781,6583106.755,6573263.44,6577078.306,6605191.258,6603895.149,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Latin America & Caribbean (excluding high income),LAC,6193124.591,6190515.6,6151677.5,6113898.828,6122025.194,6101636.111,6069955.345,6064254.29,6072479.426,6104985.628,6107231.569,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Latin America & the Caribbean (IDA & IBRD countries),TLA,6684774.591,6675467.267,6615579.95,6575954.218,6580616.114,6554574.781,6517971.755,6508184.44,6510989.306,6539102.258,6537806.149,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Least developed countries: UN classification,LDC,7375378.2,7527239.362,8065491.565,8090143.649,8112659.411,8139648.752,8166673.152,8186480.696,8198280.578,8212479.097,8221154.217,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Low & middle income,LMY,34350133.09,34832825.79,35153442.45,35135477.44,35185680.7,35209927.44,35235576.48,35253289.43,35241783.13,35299226.66,35315056.87,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Low income,LIC,5548434.3,5640712.362,6076192.323,6094951.888,6108227.732,6130059.112,6150190.843,6166220.738,6174828.56,6185615.98,6191413.58,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Lower middle income,LMC,9844240.9,10146377.2,10011765.32,10015370.64,10048771.25,10063049.89,10075090.44,10090180.66,10086810.73,10095968.55,10100188.76,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Middle East & North Africa,MEA,3332592,3877667.131,3729739.441,3729396.055,3731310.289,3736990.696,3745781.733,3745577.057,3738062.876,3747193.873,3747214.785,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Middle East & North Africa (excluding high income),MNA,2076092,2114628.131,1971171.841,1967825.455,1969043.789,1974606.696,1982604.633,1982367.857,1974571.726,1983456.773,1983423.47,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Middle East & North Africa (IDA & IBRD countries),TMN,2071082,2109946,1967027.55,1963620.9,1964739.771,1970262.514,1978307.088,1978079.948,1970318.453,1979378.137,1979511.47,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Middle income,MIC,28801698.79,29192113.43,29077250.12,29040525.55,29077452.97,29079868.33,29085385.64,29087068.7,29066954.57,29113610.68,29123643.29,..
Agricultural land (sq. km),AG.LND.AGRI.K2,North America,NAC,4883513,4756864,4614693,4620862,4627040,4633149,4636782.538,4636998.538,4634984.538,4629280.538,4628016.538,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,OECD members,OED,13745787.3,13422839.69,12177665.21,12184858.68,11914933.67,11850536.28,12115326.14,11973544.43,12010389.63,11926447.19,11984861.81,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Other small states,OSS,779655,781629.7,780114.745,781890.42,780381.86,781897.16,782353.06,782741.929,782663.044,782640.253,782592.609,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Pacific island small states,PSS,7962,7555,7635,7718,7817.2,7752.1,7707,7631.7,7567.1,7555.1,7555.1,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Post-demographic dividend,PST,12032847.3,11695250.09,10590344.76,10604915.19,10339992.65,10284170.01,10581015.33,10439964.68,10482565.15,10391616.48,10466856.91,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Pre-demographic dividend,PRE,7522782.7,7993880.862,8493815.023,8522240.388,8550635.532,8572282.952,8595891.933,8625195.558,8637544.22,8650540.42,8659330.42,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Small states,SST,806501.8,808338.367,806234.145,808128.82,806788.46,808228.66,808629.46,808943.029,808819.544,808804.753,808767.109,..
Agricultural land (sq. km),AG.LND.AGRI.K2,South Asia,SAS,2719904,2720531,2705530,2706030,2706142.4,2711956.1,2711105.34,2711578.64,2707019.197,2709441.59,2706638.48,..
Agricultural land (sq. km),AG.LND.AGRI.K2,South Asia (IDA & IBRD),TSA,2719904,2720531,2705530,2706030,2706142.4,2711956.1,2711105.34,2711578.64,2707019.197,2709441.59,2706638.48,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Sub-Saharan Africa,SSF,9545776.5,9816756.063,10364678.61,10391986.8,10420918.54,10444995.23,10468340.43,10500976.83,10518137.82,10532028.68,10542626.28,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Sub-Saharan Africa (excluding high income),SSA,9545736.5,9816716.063,10364663.11,10391971.3,10420903.04,10444979.73,10468324.93,10500961.33,10518122.32,10532013.18,10542610.78,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Sub-Saharan Africa (IDA & IBRD countries),TSS,9545776.5,9816756.063,10364678.61,10391986.8,10420918.54,10444995.23,10468340.43,10500976.83,10518137.82,10532028.68,10542626.28,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Upper middle income,UMC,18957457.89,19045736.23,19065484.81,19025154.92,19028681.72,19016818.44,19010295.2,18996888.04,18980143.84,19017642.13,19023454.53,..
Agricultural land (sq. km),AG.LND.AGRI.K2,World,WLD,48020138.01,48658072.78,47804237.49,47802474.4,47584789.34,47544868.22,47863143.92,47739251.72,47770375.25,47727706.14,47812049.11,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Afghanistan,AFG,58.32298422,57.94581666,58.12366803,58.12366803,58.12366803,58.12366803,58.12366803,58.27698818,58.27698818,58.74154823,58.74154823,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Albania,ALB,40.91240876,41.75182482,43.33211679,42.85729927,42.85766423,43.12773723,42.8569708,42.84967153,42.84671533,42.53850365,41.47189781,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Algeria,DZA,16.23854829,16.80326148,17.39553226,17.39526565,17.40592281,17.36553219,17.35501081,17.35656799,17.34700415,17.34700415,17.34700415,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,American Samoa,ASM,9.65,11.35,13.3,13.45,13.6,13.75,13.9,14.05,14.2,14.35,14.5,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Andorra,AND,48.93617021,48.93617021,40.0212766,40,40.0212766,40.04255319,40.04255319,40.07234043,40.00021277,39.95170213,39.90680851,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Angola,AGO,35.6589396,35.71268148,36.48672495,36.63591883,36.72816235,36.75623646,36.71452635,36.7305687,36.7987487,36.81078046,36.81479105,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Antigua and Barbuda,ATG,20.45454545,20.45454545,20.45454545,20.45454545,20.45454545,20.45454545,20.45454545,20.45454545,20.45454545,20.45454545,20.45454545,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Argentina,ARG,46.61287906,46.95818671,44.92193124,44.28302073,44.11877122,43.4794953,42.98638136,42.37153631,42.59077926,43.02926517,43.10234616,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Armenia,ARM,..,46.46996839,59.11485774,59.03407095,58.89357218,58.89708465,58.87249737,58.914647,58.90410959,58.8689849,58.82753776,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Aruba,ABW,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Australia,AUS,60.45546256,59.28810382,48.39371022,48.73839866,45.31442407,44.53992579,48.34061794,46.65809501,47.12377243,46.25247984,47.2592375,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Austria,AUT,36.64444983,35.63015027,32.91808047,32.89142026,32.94292293,32.35785264,32.16941348,32.14772176,32.12809016,31.53981338,31.47672564,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Azerbaijan,AZE,..,57.38635676,57.70454518,57.70054317,57.7017529,57.73557518,57.79560136,57.8253926,57.82781233,57.83824989,57.8415003,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,"Bahamas, The",BHS,1.098901099,1.098901099,1.298701299,1.298701299,1.298701299,1.298701299,1.298701299,1.298701299,1.298701299,1.298701299,1.298701299,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Bahrain,BHR,14.49275362,13.94366197,11.07792208,10.93385214,10.6940874,10.55198973,10.3974359,10.41131105,10.38461538,10.31847134,10.25316456,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Bangladesh,BGD,79.78796958,72.21325958,71.27602366,71.59867865,72.47630022,73.11369747,73.45263886,73.95943766,75.83928709,76.26949374,77.34501037,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Barbados,BRB,44.18604651,41.86046512,29.06976744,27.90697674,25.58139535,23.25581395,23.25581395,23.25581395,23.25581395,23.25581395,23.25581395,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Belarus,BLR,..,45.61050639,42.93177203,42.48791711,42.24201638,42.03548978,41.84483812,41.64449699,41.32239549,40.79712287,40.27593003,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Belgium,BEL,..,45.89167768,44.13804491,43.9663144,43.85733157,44.61030383,43.82430647,44.71598415,44.79599075,45.06635733,45.10138705,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Belize,BLZ,5.523893029,6.532222709,7.014467339,7.014467339,7.452871548,7.452871548,7.540552389,7.540552389,7.628233231,7.891275756,7.978956598,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Benin,BEN,20.13125222,28.33451579,35.03015254,35.03015254,35.03015254,35.03015254,35.03015254,35.03015254,35.03015254,35.03015254,35.03015254,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Bermuda,BMU,5.555555556,7.407407407,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Bhutan,BTN,9.716841812,14.52261307,13.63171288,13.78912296,13.78912296,13.60633389,13.44903523,13.45044573,13.45044573,13.45044573,13.45044573,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Bolivia,BOL,32.72869934,34.28690114,34.8361488,34.84615785,34.84707413,34.87974808,34.77480522,34.96409056,35.07377633,35.0850864,35.1881909,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Bosnia and Herzegovina,BIH,..,41.6015625,42.20703125,42.12890625,42.5,43.14453125,43.515625,43.18359375,43.28125,43.7890625,44.19921875,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Botswana,BWA,45.91428017,45.79076456,45.66901346,45.88428352,45.63301749,45.63301749,45.63301749,45.63301749,45.63372329,45.63372329,45.63372329,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Brazil,BRA,28.104339,27.31750126,27.99625275,28.08249204,28.16873132,28.2549706,28.34106631,28.41562848,28.4901295,28.56461856,28.63909446,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,British Virgin Islands,VGB,53.33333333,46.66666667,46.66666667,46.66666667,46.66666667,46.66666667,46.66666667,46.66666667,46.66666667,46.66666667,46.66666667,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Brunei Darussalam,BRN,2.466793169,2.277039848,2.542694497,2.542694497,2.542694497,2.542694497,2.542694497,2.542694497,2.542694497,2.542694497,2.542694497,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Bulgaria,BGR,55.67206002,50.45647654,46.01142225,45.84561533,46.16709654,46.25092115,46.3294031,46.33382461,46.39830508,46.49042004,46.48670965,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Burkina Faso,BFA,34.99634503,37.14546784,42.85453216,43.31140351,43.80847953,44.23245614,44.65277778,45.36915205,45.75657895,46.10380117,46.56432749,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Burundi,BDI,81.07476636,72.70249221,73.48130841,74.53271028,75.58411215,76.63551402,77.68691589,78.73831776,79.78971963,80.8411215,81.89252336,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Cabo Verde,CPV,16.87344913,17.86600496,19.60297767,19.60297767,19.60297767,19.60297767,19.60297767,19.60297767,19.60297767,19.60297767,19.60297767,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Cambodia,KHM,25.23793338,27.02243372,31.56653184,31.73507874,31.99426694,32.29311126,32.76757251,33.1740528,33.7108305,34.24760764,34.55211704,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Cameroon,CMR,19.39878572,19.37763111,20.62575363,20.62575363,20.62575363,20.62575363,20.62575363,20.62575363,20.62575363,20.62575363,20.62575363,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Canada,CAN,6.848740574,6.835802217,6.451555335,6.459474502,6.467505206,6.474755147,6.454410697,6.456819908,6.434356244,6.370735222,6.484576786,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Cayman Islands,CYM,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Central African Republic,CAF,7.955311567,7.948890815,7.842948409,7.876657357,7.876657357,7.876657357,7.876657357,7.879867733,7.879867733,7.879867733,7.88147292,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Chad,TCD,38.35768742,38.61975858,39.73634053,39.89517154,39.89596569,39.97617535,39.97617535,39.97617535,39.97617535,39.97617535,39.97617535,..
